Actual_Drop_Off,Predicted_Drop_Off,Actual_Conversion_Efficiency,Predicted_Conversion_Efficiency
1,1,0.11,0.093383715
0,0,0.05,0.05048194
0,0,0,0.004771933
1,1,0.12,0.12180455
1,1,0.23,0.22997089
1,1,0.1,0.104684696
0,0,0.05,0.047851097
1,1,0.22,0.21886708
1,1,0.5,0.4978642
1,1,0.39,0.38487285
1,1,0.98,0.97823966
1,1,1.5,1.504083
0,0,0.01,0.014025886
1,1,0.18,0.17567629
1,1,0.48,0.48003006
1,1,0.08,0.080574855
0,0,0.02,0.01883775
0,0,0.04,0.043103267
1,1,0.4,0.39662755
1,1,0.16,0.15335993
1,1,0.06,0.05959557
1,1,0.07,0.06820926
0,0,0,0.000981219
1,1,0.08,0.080751464
0,0,0.01,0.01251176
1,1,0.42,0.4205256
1,1,0.2,0.20627038
1,1,0.07,0.07212524
1,1,0.23,0.23645689
1,1,0.07,0.068874136
0,0,0.05,0.05207743
1,1,0.08,0.08141066
1,1,1.1,1.1011922
1,1,0.18,0.1796428
1,1,0.08,0.082289755
1,1,0.1,0.09647027
1,1,0.05,0.05299581
0,0,0.02,0.02409817
1,1,0.12,0.119199276
1,1,0.17,0.16583131
0,0,0.01,0.01365383
0,0,0.02,0.024667699
1,1,0.52,0.51040804
1,1,0.16,0.15904869
1,1,0.11,0.110459
1,1,0.17,0.17127295
0,0,0.03,0.028886897
0,0,0.05,0.048947666
0,0,0.03,0.032349866
1,1,0.09,0.0856296
1,1,0.06,0.0631132
1,1,0.05,0.049975485
1,1,0.15,0.14386362
1,1,0.09,0.08848451
1,1,0.1,0.096171305
0,0,0.03,0.035328656
1,1,0.1,0.09448154
1,1,0.28,0.2797194
1,1,0.09,0.0827667
0,0,0.01,0.01348057
1,1,0.79,0.7881002
1,1,0.08,0.07349911
1,1,0.07,0.07142802
1,1,0.1,0.09490825
1,1,0.42,0.42188466
0,0,0,0.005558908
1,1,0.3,0.29287434
1,1,0.15,0.14676283
1,1,0.06,0.062677845
1,1,0.08,0.070956185
1,1,0.25,0.25012136
0,0,0.01,0.019809008
1,1,0.06,0.057486333
1,1,0.15,0.15064582
1,1,0.47,0.46101177
0,0,0.03,0.029590322
0,0,0.02,0.024667358
1,1,1.32,1.3228408
1,1,0.18,0.1782037
1,1,0.2,0.19883803
1,1,0.16,0.15150279
1,1,0.28,0.28033406
1,1,0.06,0.058665633
1,1,0.09,0.089502186
1,1,0.5,0.4983374
1,1,0.1,0.098503485
1,1,0.07,0.070318
1,1,0.1,0.1012537
0,0,0.03,0.031148845
0,0,0.05,0.048170634
0,0,0.01,0.010989632
1,1,0.1,0.096659586
1,1,0.11,0.10895212
1,1,0.13,0.13030861
1,1,0.22,0.22781242
1,1,0.1,0.09997937
1,1,0.09,0.08407684
1,1,0.13,0.12948106
0,0,0,0.003965966
1,1,0.2,0.19932781
1,1,0.15,0.14124335
1,1,0.07,0.06904523
0,0,0.01,0.020513091
0,0,0.02,0.024427414
1,1,0.13,0.12691776
0,0,0.02,0.020520076
1,1,0.13,0.13056044
0,0,0.04,0.033310704
1,1,0.18,0.17943561
0,0,0.03,0.034819126
1,1,0.11,0.11104144
0,0,0.05,0.049779326
1,1,0.5,0.4942358
1,1,0.1,0.10153812
1,1,0.12,0.1181612
1,1,0.13,0.12191625
0,0,0,0.002867565
1,1,0.22,0.219869
0,0,0.03,0.027333386
0,0,0.03,0.032649234
1,1,0.23,0.2264865
1,1,0.08,0.08346398
1,1,0.1,0.096993774
1,1,0.18,0.17871387
1,1,0.16,0.16294326
0,0,0.02,0.017282262
1,1,0.86,0.8591882
1,1,0.1,0.09587796
0,0,0.03,0.029972497
1,1,0.11,0.102940306
1,1,0.07,0.071117565
1,1,0.08,0.07703288
1,1,0.06,0.05805575
1,1,0.07,0.072485246
1,1,0.05,0.045619085
1,1,0.05,0.045270428
1,1,0.04,0.040531054
1,1,0.16,0.157286
1,1,0.13,0.12871207
0,0,0.03,0.030401412
0,0,0.02,0.025151487
1,1,0.48,0.4767099
1,1,0.16,0.15737142
1,1,0.23,0.23306507
1,1,0.09,0.08512752
1,1,0.1,0.09583859
0,0,0.03,0.029549565
1,1,0.76,0.7554129
1,1,0.13,0.13141705
1,1,0.93,0.92829484
1,1,0.15,0.15065229
1,1,0.19,0.1875726
1,1,0.25,0.25035453
0,0,0.02,0.02272779
1,1,0.27,0.27037352
1,1,0.09,0.08959605
1,1,0.36,0.36048192
1,1,0.16,0.16410623
1,1,3,3.0060596
0,0,0,0.00499437
1,1,0.25,0.24722089
0,0,0.01,0.01701236
1,1,0.04,0.039933786
1,1,0.1,0.093578786
1,1,0.16,0.16278392
1,1,0.28,0.28159243
0,0,0.01,0.012859292
1,1,0.1,0.09600873
0,0,0,0.006434649
0,0,0.04,0.04550755
0,0,0.05,0.048325278
1,1,0.19,0.18894453
1,1,0.21,0.20922363
1,1,0.34,0.33607376
1,1,0.09,0.09140803
1,1,0.1,0.09968032
0,0,0.02,0.018627692
1,1,0.13,0.13171636
1,1,0.39,0.39048702
1,1,0.13,0.12654333
0,0,0.03,0.03282906
1,1,0.69,0.6854941
1,1,0.12,0.11606301
1,1,0.11,0.11080368
1,1,0.07,0.0668353
1,1,0.26,0.25752205
1,1,0.16,0.16558708
1,1,0.06,0.05533023
1,1,0.18,0.17667058
0,0,0.04,0.035947997
0,0,0.01,0.008135773
0,0,0.03,0.03156734
1,1,0.3,0.30113083
1,1,0.06,0.061430916
1,1,0.97,0.9716304
1,1,0.15,0.14686693
1,1,0.24,0.24026723
0,0,0.02,0.023658007
1,1,0.21,0.20919049
1,1,0.08,0.081269234
0,0,0.05,0.045521323
1,1,0.15,0.14894031
1,1,0.16,0.15121274
1,1,0.13,0.12239717
1,1,0.2,0.19780824
1,1,0.24,0.23872264
1,1,0.07,0.06688947
1,1,0.39,0.38695383
1,1,0.11,0.115194276
1,1,0.2,0.20146833
1,1,0.08,0.075172976
1,1,0.1,0.096530035
0,0,0.02,0.022140205
0,0,0.02,0.019511316
1,1,0.11,0.107412025
1,1,0.22,0.22005944
1,1,0.14,0.13857387
1,1,0.5,0.4949698
1,1,0.32,0.31944662
1,1,0.26,0.25774837
1,1,0.06,0.059528068
1,1,1,1.00046
1,1,0.1,0.09743948
1,1,0.1,0.093943045
1,1,0.08,0.07913099
0,0,0.04,0.035553668
1,1,0.12,0.11632995
1,1,0.13,0.12855345
1,1,0.12,0.11858301
0,0,0.04,0.04532334
1,1,0.12,0.11537796
1,1,0.61,0.6035446
0,0,0.04,0.036722846
1,1,0.14,0.13923235
1,1,0.12,0.11986409
0,0,0.04,0.037479863
0,0,0.03,0.030232478
0,0,0.05,0.047953438
1,1,0.14,0.13670497
0,0,0.03,0.038083714
1,1,0.1,0.094004646
1,1,0.09,0.086970136
1,1,0.05,0.054379523
0,0,0.05,0.050109867
1,1,0.09,0.09222023
1,1,0.22,0.21819423
1,1,0.32,0.31921822
0,0,0.02,0.019340526
1,1,1.09,1.0890857
1,1,1.32,1.3193086
1,1,0.08,0.08112724
1,1,0.05,0.051843762
1,1,0.07,0.06382389
0,0,0.05,0.049328104
1,1,0.59,0.5863623
1,1,0.88,0.8772733
0,0,0.03,0.029116858
1,1,0.06,0.060781375
1,1,0.16,0.16418587
1,1,0.26,0.25689667
0,0,0.04,0.038859457
1,1,0.26,0.26022843
1,1,0.85,0.85130465
1,1,2,1.9994165
1,1,0.14,0.14271978
1,1,0.44,0.4397558
1,1,0.07,0.06818971
1,1,0.14,0.14391856
1,1,0.06,0.048280418
1,1,1.35,1.3530779
0,0,0.05,0.047486655
1,1,0.16,0.15432885
1,1,3.43,3.442003
1,1,0.28,0.2828629
1,1,0.17,0.16539551
1,1,0.17,0.16751514
1,1,0.06,0.05385028
1,1,0.12,0.11757128
1,1,0.08,0.07545681
1,1,0.45,0.44574714
0,0,0.04,0.04131028
1,1,0.18,0.18155845
0,0,0.03,0.029726207
0,0,0.05,0.049116217
1,1,0.11,0.1128111
0,0,0.04,0.041242976
0,0,0.01,0.01106029
1,1,0.07,0.06705676
1,1,0.46,0.45551366
0,0,0.01,0.012647811
1,1,0.06,0.06662684
1,1,0.06,0.05691324
0,0,0.04,0.04266397
1,1,0.14,0.14143685
1,1,0.09,0.08761339
1,1,0.11,0.10708557
1,1,0.12,0.12054235
1,1,0.38,0.37675953
1,1,0.07,0.0681528
0,0,0,0.003472671
1,1,0.25,0.24731494
1,1,0.11,0.10579997
1,1,0.11,0.10470137
0,0,0.02,0.022896927
1,1,0.19,0.1918937
1,1,0.1,0.10221839
1,1,0.1,0.10012512
1,1,0.5,0.5006338
1,1,0.06,0.056547903
1,1,0.11,0.107018605
1,1,0.35,0.3482861
0,0,0.02,0.01873054
1,1,0.09,0.08507786
1,1,0.07,0.07009415
0,0,0.03,0.030932995
0,0,0.02,0.01847887
0,0,0.01,0.011801228
1,1,0.07,0.06507878
1,1,0.15,0.1414915
1,1,0.23,0.22836366
1,1,0.21,0.21043953
1,1,0.04,0.04201468
1,1,0.12,0.120532975
1,1,0.1,0.10059433
1,1,0.06,0.058804326
1,1,0.09,0.09184849
1,1,0.06,0.0626699
0,0,0.05,0.04977821
1,1,1.38,1.3829731
1,1,0.07,0.06588532
1,1,0.09,0.08967297
1,1,0.07,0.06891322
1,1,0.76,0.7592533
0,0,0.02,0.020716155
0,0,0.03,0.02891394
1,1,0.09,0.08994833
1,1,0.15,0.15073194
0,0,0.05,0.047901783
0,0,0.05,0.04432799
0,0,0.04,0.03570337
1,1,0.39,0.3887564
0,0,0.05,0.049390938
1,1,1.62,1.6188881
1,1,0.12,0.11942178
1,1,0.38,0.3817258
0,0,0.01,0.011442762
1,1,0.12,0.12739272
1,1,0.31,0.31155884
0,0,0.01,0.016526962
1,1,0.13,0.13587487
1,1,0.12,0.11532171
1,1,0.09,0.09198418
1,1,0.13,0.12835778
1,1,0.09,0.08282657
1,1,0.3,0.29759592
1,1,2.33,2.3364937
0,0,0.01,0.010269087
0,0,0.04,0.038691908
1,1,0.31,0.310632
1,1,0.63,0.62758666
1,1,0.79,0.7919417
1,1,0.08,0.08573131
1,1,0.18,0.17595239
1,1,0.09,0.090183854
1,1,0.08,0.0769562
0,0,0.02,0.018758457
1,1,0.13,0.13158154
0,0,0.02,0.018944753
1,1,0.07,0.06478988
0,0,0.04,0.04192848
0,0,0.01,0.018205531
1,1,0.06,0.060323372
1,1,0.07,0.06846689
1,1,0.07,0.06868181
1,1,0.12,0.11849122
1,1,0.07,0.06897585
1,1,0.4,0.39640236
1,1,0.09,0.09671898
0,0,0.03,0.03740384
0,0,0.04,0.03709744
0,0,0.03,0.028151497
1,1,0.07,0.07159653
1,1,0.12,0.117853105
1,1,0.06,0.062204808
1,1,0.1,0.100184694
1,1,0.18,0.18072878
1,1,0.55,0.551897
1,1,0.08,0.076966375
0,0,0.02,0.025289338
1,1,0.12,0.11958486
1,1,0.03,0.021013528
1,1,0.08,0.08320697
1,1,0.09,0.09547563
1,1,0.07,0.07074786
0,0,0.04,0.03799472
1,1,0.27,0.26884747
1,1,0.13,0.12499532
0,0,0.02,0.020680672
1,1,0.1,0.10096049
0,0,0.05,0.050783165
0,0,0.02,0.02537774
1,1,0.09,0.08801317
1,1,0.34,0.34213364
1,1,0.11,0.110328004
1,1,0.1,0.09776047
1,1,0.11,0.10950868
1,1,0.07,0.07278362
1,1,0.19,0.18835737
1,1,0.26,0.26272404
1,1,0.12,0.11762063
1,1,0.1,0.09902455
0,0,0.04,0.040442448
0,0,0.04,0.0366596
1,1,0.09,0.08532666
1,1,0.1,0.097984776
1,1,0.1,0.11001392
1,1,0.16,0.16195144
1,1,0.11,0.112962335
1,1,0.31,0.3043424
0,0,0.01,0.017484631
1,1,0.64,0.64162976
1,1,0.14,0.13562857
0,0,0.04,0.04031883
1,1,0.05,0.049910635
0,0,0.03,0.029991142
1,1,0.17,0.16902284
1,1,0.15,0.14935099
1,1,0.11,0.108575925
0,0,0,0.003881544
0,0,0.01,0.013184436
1,1,0.15,0.15355916
1,1,0.17,0.1655571
0,0,0.04,0.045710918
1,1,0.13,0.12745209
1,1,0.3,0.30093354
1,1,0.07,0.07290499
1,1,0.06,0.060019955
0,0,0.02,0.023036558
1,1,0.09,0.08622907
1,1,0.19,0.18677008
1,1,0.15,0.15967093
0,0,0,0.006360892
0,0,0.02,0.019330118
1,1,0.24,0.23771954
1,1,0.04,0.04194753
0,0,0.01,0.015166864
1,1,0.17,0.16801427
1,1,0.09,0.08987595
1,1,0.1,0.098927215
1,1,0.06,0.061152577
1,1,0.57,0.5676299
1,1,0.17,0.16595462
0,0,0.04,0.036694452
0,0,0.01,0.012233019
1,1,2.69,2.699122
1,1,0.14,0.13141324
0,0,0.02,0.02092731
0,0,0.02,0.023528898
1,1,0.38,0.38098764
1,1,2.18,2.1831148
1,1,0.09,0.08978641
1,1,0.11,0.10661392
1,1,0.15,0.14447351
0,0,0.04,0.034380022
1,1,0.06,0.050304107
1,1,0.17,0.1724165
1,1,0.19,0.18978858
0,0,0.03,0.026411874
1,1,0.19,0.18647109
1,1,0.46,0.45942008
0,0,0.01,0.009765789
1,1,0.13,0.12399234
1,1,0.35,0.34729117
0,0,0,0.010798462
1,1,0.12,0.116019204
0,0,0.05,0.048461713
1,1,0.23,0.22834717
1,1,0.23,0.23211163
1,1,0.12,0.11687188
0,0,0.02,0.02058993
1,1,0.12,0.113523796
0,0,0,0.005826194
0,0,0.03,0.029306058
1,1,0.13,0.12177563
1,1,0.15,0.14510895
1,1,0.06,0.05554476
1,1,0.14,0.13975698
1,1,0.06,0.065730095
0,0,0.02,0.027584309
1,1,0.39,0.38880926
1,1,0.08,0.07786073
1,1,0.05,0.049553983
1,1,0.08,0.08394855
0,0,0.04,0.038911577
1,1,1.08,1.08172
0,0,0.04,0.033955373
1,1,0.05,0.0517902
1,1,0.09,0.08535349
0,0,0.02,0.020278953
0,0,0.03,0.035595473
1,1,0.09,0.08943972
1,1,0.07,0.06645301
1,1,3.6,3.6132483
0,0,0.03,0.031945955
1,1,0.21,0.2056744
1,1,0.08,0.086005196
1,1,0.08,0.08067831
0,0,0,0.004727803
1,1,0.29,0.2914244
1,1,0.09,0.08822553
1,1,0.09,0.08366193
0,0,0.03,0.026273947
1,1,0.13,0.122452214
0,0,0.04,0.035281945
1,1,0.11,0.10952513
1,1,0.11,0.10729551
1,1,0.11,0.10881491
1,1,0.09,0.08822453
1,1,0.13,0.13065936
1,1,0.09,0.08609745
1,1,0.19,0.19209649
1,1,0.09,0.08753136
1,1,0.16,0.15711735
0,0,0.05,0.050544463
1,1,0.09,0.09002741
0,0,0,0.007132787
1,1,0.28,0.27885127
1,1,0.09,0.09317042
1,1,0.14,0.1408289
0,0,0,0.004778929
1,1,0.11,0.10905407
1,1,0.09,0.08841202
1,1,0.26,0.2603035
0,0,0.04,0.03669183
0,0,0.05,0.04992834
1,1,0.18,0.17761959
1,1,0.84,0.84337264
1,1,0.41,0.4059015
0,0,0.03,0.026891194
1,1,0.14,0.14078917
1,1,0.07,0.06987469
0,0,0.05,0.048834287
0,0,0.04,0.03487168
1,1,0.07,0.06683402
1,1,0.13,0.12948042
1,1,0.06,0.05027824
1,1,0.08,0.08598736
1,1,0.14,0.13925512
0,0,0.01,0.008144487
1,1,0.18,0.17907085
1,1,0.86,0.8569718
1,1,0.83,0.8318119
0,0,0.02,0.018708985
1,1,0.11,0.10940474
1,1,0.4,0.40291387
0,0,0.03,0.027211148
1,1,0.12,0.116856605
1,1,0.23,0.2382248
1,1,0.07,0.07276748
1,1,0.18,0.1770397
1,1,0.18,0.18780942
1,1,0.3,0.29870754
1,1,0.7,0.69882303
0,0,0,0.000816315
1,1,0.12,0.117604285
0,0,0.05,0.045829125
1,1,0.28,0.28171885
1,1,0.09,0.08873105
1,1,0.28,0.2797357
1,1,0.18,0.17789027
1,1,0.24,0.24184372
1,1,0.16,0.16061763
1,1,0.52,0.51927316
1,1,0.15,0.14728494
1,1,1.04,1.0410684
1,1,0.52,0.5247334
0,0,0.01,0.011985265
1,1,0.12,0.12292604
1,1,0.06,0.06349179
1,1,0.11,0.10881168
1,1,0.07,0.085660234
1,1,1.16,1.1615282
1,1,0.05,0.046660244
1,1,0.06,0.059124514
0,0,0.03,0.022614937
1,1,0.08,0.07203469
1,1,0.14,0.13599613
1,1,0.08,0.075789586
1,1,0.07,0.07074767
1,1,0.29,0.2866552
1,1,0.06,0.057698898
0,0,0.01,0.017658617
0,0,0.03,0.027783768
1,1,0.07,0.06864507
0,0,0.01,0.014532857
0,0,0.03,0.027688947
0,0,0.03,0.031812593
1,1,0.22,0.21953093
1,1,0.09,0.09052713
1,1,0.8,0.7995691
1,1,0.07,0.07242839
1,1,0.12,0.118351445
1,1,0.12,0.12123515
1,1,0.06,0.058401003
1,1,0.29,0.29309666
1,1,0.13,0.12822898
1,1,1.09,1.0912443
1,1,0.11,0.11245194
1,1,0.09,0.082219765
0,0,0.02,0.025012862
0,0,0.02,0.020375978
1,1,0.12,0.11532925
1,1,0.24,0.24151711
1,1,0.24,0.23670548
1,1,0.34,0.34170204
0,0,0.02,0.015712105
1,1,0.31,0.31148785
1,1,0.35,0.35196936
0,0,0.02,0.023207676
1,1,0.07,0.06788419
0,0,0.01,0.013862848
1,1,0.18,0.18799408
1,1,0.35,0.35050339
0,0,0.03,0.025823135
1,1,0.1,0.093263224
1,1,0.1,0.09137766
0,0,0.01,0.011411786
1,1,0.12,0.11667475
1,1,0.08,0.07535896
1,1,0.11,0.10899095
1,1,0.38,0.375175
0,0,0.02,0.020947311
0,0,0.01,0.009966917
1,1,0.14,0.13998556
0,0,0,0.007038564
1,1,0.66,0.65637016
1,1,0.13,0.13567944
1,1,1.24,1.2384281
1,1,0.06,0.06303482
0,0,0.04,0.039913215
1,1,0.19,0.18804355
1,1,0.27,0.26871267
1,1,0.16,0.15636267
1,1,0.51,0.51173186
1,1,0.12,0.117641136
1,1,0.14,0.14451332
1,1,0.28,0.28141606
1,1,0.11,0.10782845
1,1,0.18,0.17567398
0,0,0.02,0.021637853
0,0,0.01,0.018162008
1,1,0.13,0.13141982
1,1,0.09,0.08538763
0,0,0.02,0.023015583
1,1,1.78,1.7772845
1,1,0.11,0.11616142
1,1,0.19,0.18907408
1,1,0.1,0.10130715
1,1,0.08,0.07661708
1,1,0.09,0.09194325
1,1,0.21,0.21258152
0,0,0.04,0.042881828
1,1,0.08,0.07585782
1,1,0.07,0.06930949
1,1,0.09,0.08396278
0,0,0,0.004267544
1,1,0.07,0.06833704
1,1,0.4,0.39299762
0,0,0.02,0.022774499
0,0,0.05,0.05005578
1,1,0.12,0.1147701
1,1,0.09,0.087369844
1,1,0.31,0.3066222
1,1,0.14,0.1383104
1,1,0.13,0.12727824
1,1,0.19,0.184499
1,1,0.1,0.094832316
1,1,0.07,0.0636705
1,1,0.09,0.08186369
1,1,0.09,0.088842526
1,1,0.14,0.13941975
1,1,0.07,0.06683226
1,1,0.69,0.69157463
1,1,0.2,0.20304114
1,1,0.18,0.17979752
1,1,0.08,0.08052017
1,1,0.58,0.5754742
1,1,0.14,0.13743997
0,0,0.03,0.03063552
1,1,0.08,0.07654117
1,1,0.13,0.12757026
0,0,0.03,0.030673174
1,1,0.07,0.06732209
1,1,0.21,0.21878763
1,1,0.38,0.3831321
1,1,0.19,0.19376038
0,0,0.05,0.047019493
1,1,0.26,0.2638064
1,1,0.09,0.09592605
1,1,0.07,0.07388212
1,1,0.14,0.14408053
1,1,0.07,0.06600265
1,1,0.14,0.13742608
1,1,4.1,4.1047225
0,0,0.03,0.028386695
1,1,0.12,0.12575361
1,1,0.35,0.3495645
1,1,0.08,0.07823449
1,1,0.36,0.3572269
1,1,0.1,0.09655683
1,1,0.14,0.13371424
1,1,0.48,0.4845248
1,1,0.1,0.09772831
1,1,0.07,0.06986216
1,1,0.08,0.08186039
0,0,0.02,0.01744334
1,1,0.09,0.08741216
1,1,0.05,0.05617121
1,1,0.16,0.1579453
1,1,0.4,0.40041935
1,1,0.21,0.2112423
0,0,0.02,0.018939108
1,1,0.11,0.1101868
1,1,0.09,0.082954004
0,0,0.01,0.020099256
1,1,0.07,0.07128869
0,0,0,0.005459569
0,0,0.03,0.033963107
0,0,0.03,0.028741509
1,1,0.06,0.062161416
0,0,0.04,0.03925404
0,0,0,0.028060853
1,1,0.63,0.62844956
1,1,2.3,2.3058434
1,1,1.39,1.3926035
1,1,0.05,0.048498362
1,1,0.1,0.10059799
1,1,0.13,0.12988338
0,0,0.02,0.02258142
0,0,0,0.008415096
1,1,0.03,0.030534863
1,1,0.06,0.05807799
0,0,0.03,0.024961833
1,1,0.24,0.2413431
0,0,0.02,0.02005552
1,1,0.98,0.98044705
1,1,0.13,0.12985301
1,1,0.07,0.07057075
1,1,0.08,0.07807122
1,1,1.24,1.2373661
1,1,0.28,0.28126734
0,0,0.01,0.014498085
1,1,0.05,0.052296326
0,0,0.03,0.03260284
0,0,0.01,0.012269236
0,0,0.01,0.015865393
1,1,1.64,1.6412166
1,1,0.12,0.120192334
0,0,0.04,0.045958713
1,1,2.3,2.2909174
1,1,0.06,0.055610508
1,1,0.06,0.06383671
1,1,0.14,0.14110525
0,0,0.04,0.041077722
1,1,0.08,0.080148056
1,1,0.08,0.08288324
0,0,0.02,0.01690613
1,1,0.11,0.11056882
1,1,0.21,0.21949102
1,1,0.28,0.2792017
1,1,0.19,0.19281109
1,1,0.12,0.115450025
1,1,0.14,0.13673356
1,1,0.21,0.20859872
0,0,0.04,0.036566276
1,1,0.21,0.20728347
1,1,0.25,0.24853627
1,1,0.07,0.06775759
0,0,0,0.009167604
1,1,0.37,0.36858302
1,1,0.06,0.07580319
1,1,0.23,0.23033254
0,0,0.01,0.015371949
0,0,0.03,0.027738925
1,1,0.09,0.09277187
1,1,0.08,0.0791371
0,0,0.02,0.018733602
0,0,0.05,0.044284653
0,0,0.02,0.022743441
0,0,0.02,0.020169146
1,1,0.19,0.18835942
0,0,0.03,0.029466072
1,1,0.09,0.088116944
1,1,0.18,0.18087591
1,1,0.14,0.14137806
0,0,0.01,0.01334884
0,0,0.02,0.01999886
1,1,0.2,0.19460712
1,1,0.11,0.10594247
1,1,0.11,0.11114405
1,1,0.13,0.1347854
1,1,0.08,0.07630722
1,1,0.82,0.8203086
0,0,0.05,0.04379589
1,1,1.93,1.93449
0,0,0,0.006912299
1,1,0.06,0.057127044
0,0,0.01,0.017754689
1,1,0.1,0.09658311
0,0,0.02,0.018072203
1,1,0.17,0.1664416
1,1,0.12,0.11431779
1,1,0.07,0.07003644
1,1,0.07,0.067494765
1,1,0.06,0.049766734
1,1,0.08,0.07588321
0,0,0.02,0.01627551
1,1,0.09,0.0826319
1,1,0.19,0.19032131
1,1,0.96,0.9595839
1,1,0.27,0.26762336
1,1,0.2,0.1968306
1,1,0.23,0.22450818
1,1,0.03,0.03179127
1,1,0.07,0.06431715
1,1,0.12,0.119028926
1,1,0.45,0.44555187
1,1,0.09,0.08092667
1,1,0.24,0.2420763
0,0,0.04,0.03401447
1,1,0.35,0.3470664
1,1,0.26,0.26107672
1,1,0.09,0.08637975
1,1,0.17,0.16807212
1,1,0.1,0.09696017
0,0,0.04,0.036635403
1,1,0.1,0.10056685
1,1,0.17,0.1648721
0,0,0.03,0.027385617
0,0,0.03,0.032321997
1,1,0.13,0.12971859
0,0,0,0.007033929
1,1,0.12,0.11585441
1,1,0.5,0.49646127
1,1,0.15,0.15696509
1,1,0.45,0.45131606
1,1,0.67,0.6615184
1,1,0.94,0.940171
1,1,0.1,0.10088434
1,1,0.1,0.09575407
0,0,0.04,0.03858515
1,1,0.07,0.07005839
1,1,0.36,0.3579784
0,0,0.01,0.010505684
0,0,0.01,0.016296089
1,1,0.12,0.12646808
1,1,0.2,0.19566782
1,1,0.23,0.2275775
0,0,0.04,0.035982266
1,1,0.23,0.2287284
1,1,0.49,0.48707056
0,0,0.05,0.050652627
1,1,0.28,0.27966684
1,1,0.06,0.061995603
1,1,0.07,0.07321896
0,0,0.01,0.008966714
0,0,0.01,0.005756125
1,1,0.1,0.10032138
1,1,0.23,0.2322179
1,1,0.09,0.08707455
1,1,0.33,0.33129358
1,1,0.24,0.23607238
1,1,0.09,0.08762552
1,1,1.83,1.8334775
1,1,0.09,0.087968454
0,0,0.03,0.030099187
1,1,0.29,0.28672552
1,1,0.18,0.1793622
1,1,0.06,0.057642356
0,0,0,0.01758745
1,1,0.03,0.035178415
0,0,0.04,0.039590906
1,1,0.06,0.06493186
0,0,0.05,0.047876295
0,0,0.05,0.04872184
1,1,0.07,0.070867494
1,1,0.22,0.21931313
1,1,0.14,0.14260544
1,1,0.06,0.06479331
1,1,0.38,0.3788641
0,0,0.04,0.03605779
0,0,0.02,0.02479956
1,1,0.06,0.060669586
1,1,0.16,0.16396041
1,1,2.69,2.7002485
0,0,0.05,0.051581986
1,1,0.24,0.23965394
1,1,0.07,0.07327372
0,0,0.01,0.01914309
1,1,0.44,0.44692397
0,0,0.05,0.050205845
0,0,0.02,0.02510332
0,0,0.01,0.018861096
0,0,0.01,0.011286452
1,1,0.26,0.26126105
1,1,0.39,0.38968915
1,1,0.14,0.13633688
1,1,0.2,0.197585
1,1,0.26,0.2593817
1,1,0.1,0.101212725
1,1,0.91,0.9107143
1,1,0.06,0.059996605
1,1,0.17,0.17017414
1,1,0.08,0.08018866
1,1,0.07,0.077639624
1,1,0.16,0.1605785
0,0,0.03,0.033508636
1,1,0.08,0.078940675
1,1,0.1,0.099111155
1,1,0.08,0.076059535
1,1,0.09,0.09056145
1,1,0.06,0.06435381
1,1,0.22,0.21639436
0,0,0.05,0.048516203
1,1,0.51,0.512291
0,0,0.02,0.024580624
1,1,0.07,0.06638308
1,1,0.15,0.14594674
1,1,0.11,0.10833754
1,1,0.61,0.60805506
1,1,0.09,0.08704734
0,0,0.01,0.013756514
1,1,0.62,0.61909413
1,1,0.18,0.17726822
1,1,0.1,0.093202606
1,1,0.07,0.07182665
1,1,0.18,0.17889175
1,1,0.2,0.1999823
1,1,0.23,0.22726147
1,1,0.41,0.40987915
1,1,0.41,0.4087246
1,1,0.26,0.26025534
1,1,0.14,0.13741092
1,1,1.56,1.5589188
0,0,0.02,0.017310122
0,0,0.02,0.020543009
0,0,0.03,0.03387658
1,1,0.08,0.07654257
0,0,0.02,0.019056357
1,1,0.1,0.09831296
0,0,0.04,0.035906535
0,0,0,0.015340697
1,1,0.09,0.088687584
1,1,0.16,0.16300243
1,1,0.1,0.097729996
1,1,0.06,0.058142066
1,1,0.15,0.1485884
0,0,0.01,0.012747556
1,1,1.1,1.1028502
1,1,0.05,0.04778488
1,1,0.16,0.15576367
1,1,0.28,0.2769501
1,1,0.37,0.36808282
1,1,0.09,0.08407746
1,1,0.17,0.17480776
1,1,1.75,1.7544081
1,1,0.17,0.17520647
1,1,0.11,0.11081524
1,1,0.11,0.10501887
1,1,0.12,0.12332134
1,1,0.08,0.078501835
1,1,0.08,0.076394424
1,1,0.11,0.112495765
1,1,0.58,0.5694788
1,1,0.57,0.567313
1,1,0.11,0.11315228
1,1,0.08,0.08749507
1,1,0.28,0.28082848
1,1,0.11,0.10258627
1,1,0.07,0.06527357
0,0,0.02,0.02241771
1,1,0.06,0.058713205
1,1,0.12,0.118327305
1,1,0.11,0.1109751
1,1,0.06,0.056457393
1,1,0.11,0.10442282
0,0,0.01,0.011727594
1,1,0.15,0.15006143
1,1,0.12,0.11403312
0,0,0,0.014956597
1,1,0.13,0.13328485
1,1,0.11,0.10675208
1,1,0.11,0.11195804
1,1,0.13,0.13055687
1,1,0.39,0.38826185
0,0,0.02,0.023657719
0,0,0.05,0.046349525
1,1,0.07,0.07286902
1,1,0.43,0.43074787
1,1,0.26,0.2612763
1,1,0.08,0.0785985
